fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.1033057394382397,-0.3324190613810478,-1.396739045108287,0.45004948963880015,-4.920401366151483,2.8678817649140904,3.8614903556290616,-0.0022223315590049354,1.2329556963318455,-0.8014051888967111,0.30048155585398556,5
1.116874590029906,-0.12462275566349895,-1.396739045108287,0.5729387000692074,-4.140121501720035,4.1025209431404,4.686834814386835,-0.003247408158716981,1.1436877103413625,-0.4766304083749663,0.30050411996137666,5
1.116874590029906,-0.2599218929452154,-1.2751811281937226,0.5302327008590711,-4.325636298143404,3.3171159463968865,4.4212901103246365,-0.003041638923256108,1.1616410499702459,-0.5462459269925056,0.30050411996137666,5
1.1982546495003858,-0.9977345581347589,-0.37688895985922527,0.45004948963880015,-4.963593490140253,3.5042074801502703,4.550629496080961,-0.0020184432805573412,1.131525304898928,-0.737641838535247,0.30050411996137666,6
1.1033057394382397,-0.3324190613810478,-1.396739045108287,0.45004948963880015,-4.920401366151483,2.8678817649140904,3.8614903556290616,-0.0022223315590049354,1.2329556963318455,-0.8014051888967111,0.30048155585398556,5
1.1033057394382397,-0.38284699539427614,-1.396739045108287,0.4238773322591323,-4.963593490140253,3.107332929850939,4.0566517968692235,-0.0022223315590049354,1.2329556963318455,-0.8014051888967111,0.30048155585398556,5
1.12008690912958,-0.4620555820505589,-1.2212598868959297,0.3607363954146266,-5.241590739450854,3.3171159463968865,4.5299508912030975,-0.00366008289147927,1.1734220220858145,-1.2063741424473817,0.30048155585398556,5
1.0997205389217362,-0.3957390192820595,-1.396739045108287,0.16403821981486705,-5.447316176858928,3.3171159463968865,3.29224168823117,-0.005536021301455966,1.1994005852690903,-1.1578693707523517,0.30051398323393314,7
1.116874590029906,-0.48951022938748656,-1.3332998261224906,0.4733815894610523,-5.052549028457006,2.5878136069911397,3.1130449603770742,-0.003247408158716981,1.1908207486710227,-0.7689468332455428,0.3004875851783796,7
1.106810997947169,-0.6054216303786359,-0.6488173552755454,0.7469710865912288,-5.1451293717095545,3.5042074801502703,5.212636267401432,-0.0022223315590049354,1.1879432742422047,-0.25180379969003147,0.30053524056373637,5
